text,created_at,location,friends_count,sentiment,gender,tweet_classification,age,emotion,sufferingChronic,group,Topic,severity,Remedies,Trying Home remedies with drugs
do you have insomnia please help a uwebristol uwehealthpsy masters student by completing this min survey a,2020-07-15 17:05:16+00:00,"Bristol, UK",1862,neutral,female,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
the obsessive daily dose of selfdoubt may be the single characteristic that separates natural born insomniacs fro,2020-07-15 16:49:03+00:00,United States,1405,negative,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
"dear mind please stop thinking so much at night i need to sleep
insomnia",2020-07-15 16:41:09+00:00,"taipei, taiwan",4,positive,male,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
army stay atiny sone elf blink exol reveluv nctzen ujung weishennie orbit merries insomnia melodie,2020-07-15 16:22:17+00:00,CRYSTAL CLEAR,742,neutral,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
anthonypesec what are you doing up at this hour good sir have you come to hang out with the chronicpain and insomnia crowd,2020-07-15 16:14:35+00:00,,4041,positive,male,Individual,19-29,awe,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
its one of those days thank ya dunkindonuts insomnia,2020-07-15 16:14:13+00:00,Ohio,338,neutral,female,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
anxiety over the state of the world is disturbing our sleeping patterns sleep is even more elusive when anxiety is,2020-07-15 16:10:05+00:00,Sunny Florida,6322,neutral,male,Individual,19-29,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
wednesday juju lupus autoimmune chronicillness invisibleillness sjogrens fibro endo reynauds migraines,2020-07-15 15:34:03+00:00,"Phoenix, AZ",996,neutral,female,Individual,<=18,negative-fear,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
the latest edition of emerging worldviews is out spirithealthmag insomnia,2020-07-15 15:15:04+00:00,San Francisco Bay Area,11132,positive,female,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
weighted blankets can help with anxiety and insomnia might be worth a try if you are dealing with one of the abo,2020-07-15 14:42:07+00:00,"Los Angeles, CA",8853,positive,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
yass rd place in soba again you guys did great job today and dont forget to streamroseblue to cel,2020-07-15 14:34:05+00:00,I'm stuck in the nightmare,30,positive,male,Individual,<=18,awe,no,0,4,Mild,Trying Home or Drug remedies,No
pear therapeutics pear_tx kicks off decentralized digitaltherapeutics study of its somryst prescription digital t,2020-07-15 14:30:20+00:00,"Pune, India",2183,neutral,male,Individual,<=18,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
online mindfulness therapy for insomnia and sleep anxiety visit,2020-07-15 14:25:01+00:00,"Boulder CO, USA",28674,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
part four sleep and sales performance the two laws of sleep sales podcast insomnia,2020-07-15 14:24:01+00:00,Georgia,51463,neutral,male,Individual,30-39,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
kpop the minji show dreamcatcher드림캐쳐 rose blue mv reaction,2020-07-15 14:20:21+00:00,Germany,66,positive,male,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
psychmoviefans watched it as soon as i saw it was up a little before am eastern and was in bed ready to go t,2020-07-15 14:01:25+00:00,South Florida,252,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
cant sleep  i use self hypnosis or a hypnotherapy recording for insomnia ive always been a poor sleeper bu,2020-07-15 14:01:16+00:00,"Alicante, Spain",1809,negative,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
not getting a good sleep really cloud your day insomnia,2020-07-15 14:00:31+00:00,Central Scotland,1195,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
my goodness nothing like paulbocuse heirs to frenchcooking to feed insomnia,2020-07-15 13:46:41+00:00,Pick a place any place ,141,neutral,female,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
see now iswearwhat would mama do with a total amp complete totaleclipseofthesun polorizednegative of what,2020-07-15 13:25:28+00:00,"New York, NY",4987,positive,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
success by cantsleep in lightningatc,2020-07-15 13:16:37+00:00,,2,positive,female,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
sleep is so important for our physical and mental health this is a great article on tips to getting more qualit,2020-07-15 13:15:29+00:00,,842,positive,female,Individual,30-39,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
healing songs of dolphins amp whales deep meditative music for harmony o via youtube t,2020-07-15 12:14:21+00:00,8 stag close bishopstoke,5001,neutral,male,Individual,19-29,awe,no,0,4,Mild,Trying Home or Drug remedies,No
did you know insomnia sleepbetter reiki energyhealing healing energy reikihealing selfcare selflove,2020-07-15 12:05:19+00:00,"Durham Region, Ontario",110,neutral,female,Individual,19-29,awe,no,0,3,Severe,Trying Therapies including drugs,No
accidental adventures nearly burning the room down accidentaladventures candle hotchocolate insomnia sleep,2020-07-15 11:58:27+00:00,"Bradford and Leeds
",339,negative,male,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
americans favor technology in quest for better sleep technology sleep insomnia,2020-07-15 11:55:01+00:00,Kansas City,26457,positive,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
"me im going to bed 
also me doesnt go to bed insomnia",2020-07-15 11:48:31+00:00,23 hours from a hospital,409,neutral,female,Individual,30-39,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
pretty sure a neighbor i ran into at am while dumping my garbage thinks im a crazy person for dumping garbage,2020-07-15 11:45:14+00:00,Chicago,924,positive,female,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
"my nights have taken over
now my days are darker than before can i stay here a little longer micropoetry insomnia mentalhealth",2020-07-15 11:28:23+00:00,🄰🅆🄰🄺🄴 ♥ 🅰🆂🅻🅴🅴🅿,153,negative,female,Individual,30-39,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
anyone else sleep schedule fucked up while in quarantine fuckcovid allnighter cantsleep,2020-07-15 11:18:41+00:00,"Katy, TX",2038,negative,male,Individual,30-39,negative-fear,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"new post on our ig
coachbeewell depression anxiety stress insomnia ocd socialphobia agoraphobia",2020-07-15 11:03:35+00:00,,1,positive,male,Individual,>=40,sadness,yes,0,4,Mild,Trying Home or Drug remedies,No
"ive been awake for hours im desperate to sleep but im waiting on an important call
pwme insomnia",2020-07-15 11:01:44+00:00,United Kingdom,419,negative,male,Individual,19-29,awe,no,0,3,Severe,Trying Therapies including drugs,No
i know im a night owl but even this is too late for me insomnia,2020-07-15 10:51:05+00:00,"Seattle, WA",516,negative,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
ima start having to knock myself out to go to sleep cantsleep,2020-07-15 10:49:52+00:00,,208,neutral,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
insomnia sucks,2020-07-15 10:49:38+00:00,,92,negative,male,Individual,<=18,sadness,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
brain at am okay weve now gone through every meal youre planning to make this week listed ingredients im,2020-07-15 10:49:04+00:00,Glasgow,2731,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
sassykadik getting more worried everyday two more friends lost jobs and our country is unmoored like a betsy devo,2020-07-15 10:44:51+00:00,,4991,positive,male,Individual,>=40,awe,yes,0,0,Moderate,No clarity on remedies - Looking for help,Yes
"been awake since and cant sleep now what
insomnia",2020-07-15 10:43:20+00:00,"Montebello, CA",43,neutral,male,Individual,<=18,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
free classes of exercise for breastcancer patients in an awesome park of rome how to combine evidence based,2020-07-15 10:37:15+00:00,"Rome, Italy",99,positive,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,No
insomnia i swear caffeinetv insomnia latinoslivesmatter,2020-07-15 10:35:37+00:00,"Los Angeles, CA",20,neutral,male,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i havent been able to sleep more than an hour i have a twelve hour shift tonight insomnia zico,2020-07-15 10:19:58+00:00,"Houston, TX",73,positive,male,Individual,>=40,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
leader joong x leader jiu leader goals ateez atiny dreamcatcher insomnia roseblue dreamcatcherroseblue,2020-07-15 10:15:59+00:00,,78,neutral,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
well i guess im calling this a morning since i havent slept and have to get up in an hour to start my day run,2020-07-15 10:09:25+00:00,"Oliver, amiskwaciwâskahi, 🐢🏝",1301,neutral,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
k at am cantsleep gorun,2020-07-15 10:01:16+00:00,ohio,443,neutral,male,Individual,19-29,happy,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
"how is it am and i still cant sleep again 
insomnia sleep",2020-07-05 17:49:31+00:00,,248,neutral,female,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
faithless insomnia forever faithless via youtube tbt club scene,2020-07-05 17:13:39+00:00,ENGLAND,3213,neutral,male,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
children sleeplessness insomnia with a high percentage of children not being able to sleep at night this warm,2020-07-05 17:06:02+00:00,"Vancouver, BC",47331,positive,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
lack of sleep i really need sleep therapy any suggestion insomnia itsokaytonotbeokay,2020-07-05 17:05:07+00:00,"Sibu, Sarawak",70,positive,male,Individual,<=18,amusement,no,0,3,Severe,Trying Therapies including drugs,No
sundayvibes i had a mini melt down due to my wack sleep patterns its and ive learned to find discipline,2020-07-05 16:22:38+00:00,,89,negative,male,Individual,19-29,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i have chronic insomnia intermittent restlesslegssyndrome so this is of interest but id need to research side,2020-07-05 16:22:14+00:00,"Dublin City, Ireland",937,neutral,male,Individual,19-29,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
"suffering til i get either cigarettes or weed 
ptsd pizzagate 
thanks chicago thanks gwendo brawner",2020-07-05 16:08:51+00:00,"Schaumburg, IL",1129,positive,female,Individual,<=18,sadness,no,0,2,Severe,Not trying any remedies - Worried about next day,No
the kings college london recently found that of individuals are sleeping worse a a result of lockdown read j,2020-07-05 16:03:47+00:00,"London, England",804,negative,female,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
insomniamake your mattress feel new again mattress helper sagging bed firmer underneath your mattress,2020-07-05 15:45:37+00:00,,778,positive,female,Individual,>=40,indifference,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
how did the hipster burn his lips he drank his coffee before it was cool see this is what you get when i only sl,2020-07-05 15:16:58+00:00,CA,1434,positive,female,Individual,19-29,awe,no,0,3,Severe,Trying Therapies including drugs,No
things that irritate me about insomnia birds cars elements people sleep strangenoises,2020-07-05 14:58:24+00:00,"Bradford and Leeds
",330,neutral,male,Individual,<=18,amusement,no,0,3,Severe,Trying Therapies including drugs,No
online mindfulness therapy for insomnia and sleep anxiety visit,2020-07-05 14:10:00+00:00,"Boulder CO, USA",28728,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
"good morning
insomnia got the best of me once again
missunderstood",2020-07-05 14:02:52+00:00,Narnia,2344,positive,male,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,No
sleep problems during covid are a pandemic of their own heres why and also what you can do about it,2020-07-05 14:00:13+00:00,"Lexington, MA",272,positive,male,Individual,>=40,negative-fear,no,0,0,Moderate,No clarity on remedies - Looking for help,No
ny nj tantra hypnosis healing by phone all over usa orgasm therapy i help men wom,2020-07-05 13:29:01+00:00,"New York, New Jersey",16,neutral,male,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,No
dude my circadian rhythm for sleep or whatever must be drunk my circadian sleep rhythm needs to go home,2020-07-05 12:56:31+00:00,Wisconsin,40,negative,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
well that was an awesome min of sleep last night thanks fukers fireworks idontsleepasitis vannuys,2020-07-05 12:41:52+00:00,estee_79 :IG  snap:estee912,5426,positive,male,Individual,>=40,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
gt do you like my mustache running on very little sleep today i knew it was too good to be true insomniac insomnia teamnosleep,2020-07-05 12:22:41+00:00,Ongguah's heart 💓,685,positive,male,Individual,<=18,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
insomnia has its perks sunrise,2020-07-05 12:15:23+00:00,San Francisco,542,neutral,male,Individual,>=40,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
